"CaseId","WEIGHT","DV1A","DV1B","DV1C","DV1D","DV2A","DV2B","DV2C","DV2D","DV3A","DV3B","DV3C","DV3D","DV4A","DV4B","DV4C","DV4D","GENDER","AGE4","RACETHNICITY","EDUC5","INCOME4","METRO"
121,1.112920171,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
122,1.6538180399,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Unsure","Yes","No","Yes","Yes","Yes","Unsure","Female","60+","Other, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
123,0.5336761276,"Yes","No","Yes","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","Female","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
124,0.5523549532,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Unsure","Yes","No","No","Yes","Yes","Male","30-44","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
125,1.0479452198,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Female","30-44","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
126,1.7270370311,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$60,000 to under $100,000","Metro Area"
127,0.9759210016,"Yes","Yes","Yes","Yes","Yes","Unsure","No","No","No","Yes","No","No","Unsure","No","Yes","Unsure","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
128,1.1988103151,"Yes","No","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","Unsure","Unsure","Yes","Yes","Yes","No","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
129,2.0740807041,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Female","60+","White, non-Hispanic","Less than HS","$100,000 or more","Metro Area"
130,0.4516117907,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","Male","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
131,2.7833835242,"Yes","No","Yes","Yes","No","SKIPPED ON WEB","Yes","No","No","SKIPPED ON WEB","No","No","No","SKIPPED ON WEB","No","No","Female","60+","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
132,0.2614147645,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
133,0.8868120896,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
134,1.5294703632,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
135,1.0705485492,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
136,0.6680282296,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
137,2.3499997392,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
138,0.5139195469,"Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Male","60+","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
139,0.1525195737,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Non-Metro Area"
140,0.5569493389,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Metro Area"
141,1.5562309008,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Male","45-59","Other, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
142,0.690960526,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
143,0.5298155721,"Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","SKIPPED ON WEB","No","Unsure","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
144,0.7390602317,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Non-Metro Area"
145,1.1929818785,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Unsure","No","No","Unsure","No","No","Male","30-44","White, non-Hispanic","HS graduate or equivalent","$60,000 to under $100,000","Metro Area"
146,0.3954648866,"Yes","Unsure","Yes","Yes","No","Unsure","Yes","Yes","No","Yes","No","No","Unsure","No","Yes","Unsure","Female","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
147,0.8655723347,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","Unsure","Male","45-59","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
148,0.2822918529,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
149,3.2025447009,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","Male","45-59","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
150,0.5682986963,"Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Male","30-44","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
151,1.2461952735,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Male","30-44","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
152,1.2922665077,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
153,0.6607318888,"Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
154,0.5525781282,"Yes","Unsure","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
155,1.3703419966,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Unsure","Unsure","Female","60+","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
156,0.6176523887,"Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","Yes","Yes","Unsure","Unsure","Yes","Unsure","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
157,0.4255364787,"Yes","Yes","Yes","Yes","Unsure","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
158,0.323953367,"Yes","Yes","Yes","Yes","No","Unsure","No","Yes","Yes","Yes","Unsure","No","Yes","No","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
159,0.2945065383,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No","No","Female","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
160,0.4266685682,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
161,0.3591187082,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Female","45-59","Asian-Pacific Islander, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
162,0.3110622886,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","No","Unsure","No","No","Yes","Yes","Yes","Yes","Male","45-59","Other, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
163,0.2408301404,"Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
164,1.2031600852,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Unsure","Unsure","No","No","Yes","Yes","Male","60+","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Non-Metro Area"
165,0.1280766159,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","SKIPPED ON WEB","Female","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
166,1.8057496501,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","Female","60+","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Metro Area"
167,1.8578140583,"Yes","Unsure","Yes","Yes","Unsure","Unsure","Yes","Unsure","Yes","Yes","No","No","Unsure","Unsure","Yes","Unsure","Female","60+","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
168,0.1349812899,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","45-59","2+, non-Hispanic","Bachelor's degree","Less than $30,000","Metro Area"
169,1.2568173218,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","Yes","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
170,0.4425188495,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Non-Metro Area"
171,0.3090873849,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure","No","No","Unsure","Unsure","Female","45-59","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
172,1.0117582869,"Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
173,0.8018633576,"Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
174,0.3872236516,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
175,0.2629771521,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure","No","No","Yes","Unsure","Male","45-59","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Non-Metro Area"
176,1.0765556694,"Yes","Unsure","Yes","Yes","Yes","Unsure","Yes","Unsure","No","Unsure","No","No","No","No","Yes","Yes","Female","45-59","White, non-Hispanic","HS graduate or equivalent","$30,000 to under $60,000","Non-Metro Area"
177,0.3174792094,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
178,0.8544457351,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
179,0.456396709,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
180,0.5925058318,"Yes","Yes","Yes","SKIPPED ON WEB","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Yes","No","Yes","Yes","Female","30-44","White, non-Hispanic","Some college/ associates degree","$30,000 to under $60,000","Metro Area"
181,0.5380829573,"Yes","Yes","Yes","Yes","No","Unsure","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Unsure","Female","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
182,0.5320833054,"Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
183,2.0125129012,"Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","Yes","No","Yes","Yes","Yes","No","Female","60+","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
184,0.3329786055,"No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","Unsure","No","Female","60+","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Non-Metro Area"
185,0.6923824718,"Yes","Yes","Yes","Yes","Unsure","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Yes","Yes","Unsure","Female","45-59","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
186,0.9252461709,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Unsure","Yes","Unsure","Female","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
187,0.6222707329,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","SKIPPED ON WEB","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
188,5.8518119249,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
189,4.8673069366,"Yes","No","Unsure","Yes","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","Female","30-44","White, non-Hispanic","HS graduate or equivalent","Less than $30,000","Metro Area"
190,0.3125126023,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
191,0.850003867,"Yes","Yes","Yes","Yes","Unsure","Yes","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Unsure","Male","60+","Asian-Pacific Islander, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
192,0.6502469709,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","60+","White, non-Hispanic","Bachelor's degree","$30,000 to under $60,000","Metro Area"
193,0.704846007,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Unsure","No","Yes","No","Male","30-44","White, non-Hispanic","Some college/ associates degree","Less than $30,000","Metro Area"
194,0.3910536969,"Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
195,1.2494112076,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Unsure","Yes","No","Yes","Yes","Female","45-59","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
196,0.2736094528,"Yes","Yes","Yes","Yes","Unsure","Unsure","Unsure","Yes","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Yes","Female","45-59","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Non-Metro Area"
197,0.5349358846,"Yes","Unsure","Yes","Yes","No","No","Yes","Unsure","No","Yes","No","Unsure","No","No","Yes","No","Male","30-44","White, non-Hispanic","Bachelor's degree","$60,000 to under $100,000","Metro Area"
198,0.8817325416,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure","Yes","Yes","Yes","Yes","Male","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
199,0.2989036608,"Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","Yes","Female","30-44","White, non-Hispanic","Post grad study/professional degree","$30,000 to under $60,000","Non-Metro Area"
200,0.6042662366,"Yes","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","No","Yes","Unsure","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
201,0.1602169349,"Yes","Yes","Yes","Yes","No","Unsure","Unsure","Yes","Unsure","No","No","No","No","Yes","Yes","Yes","Female","60+","White, non-Hispanic","Some college/ associates degree","$60,000 to under $100,000","Metro Area"
202,0.1555797854,"Yes","Yes","Yes","Yes","No","Yes","Yes","Unsure","Yes","No","Yes","Unsure","No","No","Yes","Yes","Male","30-44","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
203,0.148189677,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Male","30-44","White, non-Hispanic","Bachelor's degree","$100,000 or more","Metro Area"
204,1.6723873249,"Yes","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","No","Yes","No","Female","60+","White, non-Hispanic","Some college/ associates degree","$100,000 or more","Metro Area"
205,1.7960056896,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Unsure","Yes","Unsure","Unsure","Unsure","Unsure","Yes","Yes","Female","45-59","White, non-Hispanic","Post grad study/professional degree","$100,000 or more","Metro Area"
